restaurant name,restaurant type,cuisines type,rate (out of 5),avg cost (two people),area,city
7th Heaven Cake Shop,Restaurant,"Bakery, Desserts",4.3,600.0,Kothrud,Pune
Swig,Restaurant,"Finger Food, Continental, Italian",4.0,1700.0,Baner,Pune
Paprikaa,Restaurant,"North Indian, Chinese",3.9,800.0,Karve Nagar,Pune
Cafe Farmaish,Restaurant,"Fast Food, North Indian",0.0,350.0,NIBM Road,Pune
Pergola Kitchen And Bar,Restaurant,"Continental, North Indian, Cafe",4.0,1200.0,Kalyani Nagar,Pune
The Bar Stock Exchange,Restaurant,"Continental, Chinese, North Indian, Italian",3.8,1900.0,Koregaon Park,Pune
Levit 8,Restaurant,"North Indian, Continental",4.1,1500.0,Aundh,Pune
Arbour Kitchen | Drinks,Restaurant,"European, Continental, Italian, Tea, Coffee",4.2,1400.0,Kalyani Nagar,Pune
Garden Of Edesia,Restaurant,"North Indian, Continental, Italian",4.2,1400.0,Dhole Patil Road,Pune
Shizusan,Restaurant,"Japanese, Sushi, Vietnamese, Thai, Korean, Chinese, Asian",4.5,1600.0,Viman Nagar,Pune
Prem's,Restaurant,"North Indian, Chinese, Continental, Salad",4.2,1300.0,Koregaon Park,Pune
Ya Basa-The Dhaba,Restaurant,"Seafood, North Indian, Maharashtrian, Chinese, Kebab, Biryani",3.9,700.0,Baner,Pune
Prem's,Restaurant,"North Indian, Chinese, Continental, Salad",4.2,1300.0,Koregaon Park,Pune
The House Of Medici - The Westin,Restaurant,"Asian, Continental",3.9,3000.0,Mundhwa,Pune
Lollapalooza,Restaurant,"North Indian, Continental",4.1,1500.0,Pimple Saudagar,Pune
Between Breads,Restaurant,"Fast Food, Continental",4.4,500.0,Koregaon Park,Pune
Lassi Wassi,Restaurant,"Cafe, Fast Food",4.2,150.0,Kothrud,Pune
Trikaya,Restaurant,"Chinese, Thai, Malaysian, Indonesian, Asian, North Indian",3.9,2000.0,Bavdhan,Pune
Brgrmeister,Restaurant,"Burger, American, BBQ, North Indian",4.0,900.0,Kharadi,Pune
Mamagoto,Restaurant,"Thai, Chinese, Japanese, Momos, Salad, Vietnamese, Malaysian",4.4,2000.0,Senapati Bapat Road,Pune
Tim Luck Luck,Restaurant,"North Indian, Chinese, Seafood",4.3,1000.0,East Street,Pune
Maskawala & Co.,Restaurant,"Parsi, Fast Food, Biryani",0.0,250.0,Kothrud,Pune
Momo's Corrner,Restaurant,"Momos, Tibetan, Beverages",4.5,200.0,Koregaon Park,Pune
Evviva Sky Lounge - Crowne Plaza Pune City Centre,Restaurant,"Bar Food, Kebab, Mexican",4.1,2500.0,Bund Garden Road,Pune
Wadeshwar,Restaurant,"South Indian, Fast Food, Street Food",4.0,600.0,FC Road,Pune
MoMo Cafe - Courtyard By Marriott Pune Hinjawadi,Restaurant,"Asian, North Indian, Continental, European, Salad",4.3,2500.0,Hinjawadi,Pune
Asia Kitchen By Mainland China,Restaurant,"Asian, Chinese",4.6,1200.0,Dhole Patil Road,Pune
Mulukh,Restaurant,Maharashtrian,4.1,700.0,JM Road,Pune
Joshi Upahar Gruh,Restaurant,"Fast Food, South Indian, Street Food",4.2,250.0,Erandwane,Pune
WYNKK,Restaurant,"North Indian, Asian, Mughlai, Bar Food",4.4,1400.0,Baner,Pune
Best Belgian Waffle,Restaurant,"Desserts, Beverages",3.8,300.0,Kothrud,Pune
Chaitanya Paranthas,Restaurant,"North Indian, Chinese",3.7,500.0,Viman Nagar,Pune
Oblique Kitchen,Restaurant,"Fast Food, Modern Indian, North Indian, Desserts",4.2,1400.0,Kothrud,Pune
Marrakesh,Restaurant,"North Indian, Lebanese, Mediterranean, Mughlai",3.8,800.0,Kalyani Nagar,Pune
Yolkshire,Restaurant,"Italian, Salad, Fast Food, Beverages",4.2,700.0,Kothrud,Pune
"Incognito - Restaurant, Bar & Cafe",Restaurant,"European, Italian, North Indian, Asian, Salad, Desserts",4.3,1500.0,Baner,Pune
The 1st Brewhouse - The Corinthians,Restaurant,"Finger Food, North Indian",4.2,2000.0,NIBM Road,Pune
Kinki,Restaurant,"Asian, Sushi",4.0,1700.0,Mundhwa,Pune
Taaareef,Restaurant,"North Indian, Mughlai, Biryani",4.0,1200.0,Bavdhan,Pune
Supreme Corner,Restaurant,"Street Food, Fast Food",4.0,300.0,JM Road,Pune
Malgudi Station,Restaurant,"South Indian, North Indian, Chinese, Biryani, Sandwich, Desserts, Beverages",4.1,800.0,Baner,Pune
Tea Villa Cafe,Restaurant,"Cafe, Continental, Mediterranean, Desserts",3.9,1200.0,FC Road,Pune
Mazdana Restaurant & Bar,Restaurant,"Continental, North Indian, Bar Food, Chinese",3.7,1100.0,Camp Area,Pune
Midnight Kakery,Restaurant,"Bakery, Desserts",4.3,300.0,Kothrud,Pune
The Momo Panda,Restaurant,Momos,4.3,250.0,Kothrud,Pune
Kanha Veg,Restaurant,"North Indian, South Indian, Chinese, Street Food, Fast Food, Desserts, Beverages",4.0,550.0,Kondhwa,Pune
Lotus Court Family Resto Bar,Restaurant,"Continental, Chinese, North Indian",4.0,800.0,Pimpri,Pune
Shabree Restaurant,Restaurant,"Maharashtrian, South Indian",4.2,800.0,FC Road,Pune
Urban Tadka,Restaurant,"North Indian, Mughlai, Seafood",4.2,1100.0,Shivaji Nagar,Pune
Henny's Gourmet,Restaurant,Desserts,4.8,300.0,Wanowrie Kondhwa Area,Pune
Bay Leaf Bistro,Restaurant,"North Indian, Chinese, Mexican, Italian",4.1,800.0,Chinchwad,Pune
Raasta Cafe,Restaurant,"Continental, Italian, Asian, North Indian",4.0,1400.0,Baner,Pune
Levit 8,Restaurant,"Continental, Asian, North Indian",4.3,1500.0,NIBM Road,Pune
Apna Punjab,Restaurant,"North Indian, Chinese",3.9,500.0,Magarpatta,Pune
Chopsticks Spice Malabar,Restaurant,"Chinese, North Indian, Kerala, Mughlai",4.0,600.0,Viman Nagar,Pune
PNF Restaurant & Bar,Restaurant,"North Indian, Asian, Finger Food",4.4,1900.0,Lonavala,Pune
Spoonbell,Restaurant,"North Indian, Chinese, Biryani",3.9,400.0,Kothrud,Pune
Largo Pizzeria,Restaurant,"Pizza, Fast Food, Beverages",4.1,600.0,Viman Nagar,Pune
RocoMamas,Restaurant,"American, Burger",4.4,1200.0,Kharadi,Pune
Vishnuji Ki Rasoi,Restaurant,"Maharashtrian, North Indian",3.8,500.0,Erandwane,Pune
Shree Sai Pure Veg,Restaurant,"Rajasthani, North Indian",3.5,300.0,Ravet,Pune
Area 51,Restaurant,Finger Food,3.8,1800.0,Baner,Pune
Alto Vino - JW Marriott Pune,Restaurant,"Italian, Salad",4.4,3000.0,Senapati Bapat Road,Pune
Chang's,Restaurant,Chinese,4.1,1000.0,Viman Nagar,Pune
KFC,Restaurant,"Burger, Fast Food",3.9,450.0,Hinjawadi,Pune
Taaareef,Restaurant,"Biryani, North Indian, Mughlai, Lucknowi",4.2,1200.0,Aundh,Pune
Smaaash,Restaurant,"Chinese, Italian",4.1,1800.0,Viman Nagar,Pune
Chafa Cafe and Studio,Restaurant,"Cafe, Salad, Healthy Food, Sandwich, Italian, Beverages, Desserts",4.4,1000.0,Koregaon Park,Pune
Jyoti Pure Veg,Restaurant,"North Indian, South Indian, Fast Food",3.9,550.0,Kondhwa,Pune
Te Amo,Restaurant,"South Indian, Street Food, Chinese, Fast Food, North Indian, Beverages",4.0,850.0,Chandan Nagar,Pune
The Ganache,Restaurant,"Cafe, Desserts",4.4,300.0,Kothrud,Pune
Shrinidhi's Hyderabadi Spice,Restaurant,"Biryani, North Indian, Mughlai",3.7,800.0,Aundh,Pune
Kasturi Mastani House,Restaurant,"Fast Food, South Indian, Street Food, Ice Cream, North Indian",0.0,500.0,Kothrud,Pune
Qabil-E-Tareef,Restaurant,"Biryani, North Indian, Seafood, Mughlai",4.1,1200.0,Pimple Saudagar,Pune
The Fort Bar & Kitchen,Restaurant,"North Indian, Chinese, Continental, Bar Food",0.0,1400.0,Hadapsar,Pune
Kurtosshhh,Restaurant,"European, Italian, Mexican",4.3,500.0,Bavdhan,Pune
Aamhi Pohekar,Restaurant,Street Food,3.8,100.0,Sadashiv Peth,Pune
World Of Cheese Pizza,Restaurant,"Pizza, Fast Food, Italian",3.7,400.0,Dange Chowk,Pune
Madinah Restaurant,Restaurant,"North Indian, Chinese, Mughlai",3.9,400.0,Camp Area,Pune
Sandwich Express,Restaurant,"Sandwich, Fast Food",4.2,250.0,Koregaon Park,Pune
Swiss Bakes,Restaurant,"Bakery, Desserts, Fast Food, Beverages",3.7,350.0,Magarpatta,Pune
Bird Valley,Restaurant,"North Indian, Chinese, Continental, Mughlai, Beverages",3.8,900.0,Wakad,Pune
Piccadilly Cafe,Restaurant,"Cafe, Fast Food, Continental",4.1,850.0,Baner,Pune
Sheetal Restaurant,Restaurant,"Chinese, Mughlai, North Indian",3.9,900.0,Kothrud,Pune
Playboy Beer Garden,Restaurant,"American, Chinese, North Indian",3.9,1800.0,Baner,Pune
Athens - The Rooftop Lounge,Restaurant,"North Indian, Continental, Mediterranean",0.0,1300.0,Kalyani Nagar,Pune
Cafe Goa,Restaurant,"Goan, Seafood",4.5,1100.0,Viman Nagar,Pune
Aaoji Khhaoji,Restaurant,North Indian,4.5,600.0,Khadki,Pune
Local Gastro Bar,Restaurant,"Finger Food, North Indian, Italian, Continental",4.2,2000.0,Mundhwa,Pune
Local Gastro Bar,Restaurant,"Finger Food, North Indian, Italian, Continental",4.2,2000.0,Mundhwa,Pune
Origin Bistro,Restaurant,"Continental, Italian, European, Beverages, Desserts",4.4,600.0,Pashan,Pune
Dhaba Shaba Veg Bistro,Restaurant,"North Indian, Beverages",4.3,1000.0,Koregaon Park,Pune
Kulcha Singh,Restaurant,North Indian,3.5,200.0,Kharadi,Pune
Tea Trails Cafe,Restaurant,"Beverages, Tea, Continental, Mexican, Italian, North Indian, Fast Food, Cafe",4.3,600.0,Aundh,Pune
Kata Kirr,Restaurant,Street Food,4.0,150.0,Deccan Gymkhana,Pune
Cafe Deja Vu,Restaurant,Fast Food,4.1,650.0,Bavdhan,Pune
Kimchi,Restaurant,"Chinese, Thai, Asian",4.3,750.0,Kharadi,Pune
Ooolala: All Day Cafe & Bar,Restaurant,"Chinese, Continental, Italian",4.1,1400.0,Shivaji Nagar,Pune
L'Apicio,Restaurant,"Cafe, European, Mediterranean, Continental, Salad",4.4,1000.0,Aundh,Pune
Classic Rock Cafe & Comedy,Restaurant,"Continental, North Indian, Asian, Pizza",4.3,2000.0,Kalyani Nagar,Pune
Rude Lounge,Restaurant,"North Indian, Chinese, Fast Food, Bar Food",4.1,1600.0,Viman Nagar,Pune
Bantoos,Restaurant,"Italian, Asian, North Indian, Mexican, Continental",3.9,1500.0,Baner,Pune
Ostro Multi Cuisine Restaurant,Restaurant,"North Indian, Chinese",4.0,1500.0,Hinjawadi,Pune
Ecstasy Bar And Eatery,Restaurant,"North Indian, Chinese, Continental",3.9,1500.0,Kothrud,Pune
Bhadait Misal,Restaurant,Street Food,4.4,150.0,Erandwane,Pune
Paratha King,Restaurant,North Indian,3.7,250.0,Hinjawadi,Pune
S Kumar Wadewale,Restaurant,Street Food,4.3,150.0,Hadapsar,Pune
Pune 12,Restaurant,"North Indian, Chinese",3.7,350.0,Magarpatta,Pune
TRP - The Rooftop Project,Restaurant,"North Indian, Asian, Italian",4.2,1200.0,MG Road,Pune
Gourmet Union - World Cuisine and Bar,Restaurant,"Italian, Japanese, North Indian, Mughlai, Chinese",3.9,800.0,Baner,Pune
Cafe Hours Food & Bookstore Cafe,Restaurant,"Cafe, Chinese, South Indian, North Indian",3.9,300.0,Wakad,Pune
The Great Kabab Factory - Radisson Blu Hotel,Restaurant,"Mughlai, North Indian",4.5,2200.0,Kharadi,Pune
Farmaaish,Restaurant,"Biryani, North Indian, Kebab, Mughlai",4.0,1000.0,Baner,Pune
The IT City Bar-B-Q,Restaurant,"BBQ, Continental, Italian, Momos, Sushi",0.0,1200.0,Hinjawadi,Pune
Senses - Marriott Suites Pune,Restaurant,"Continental, Asian, North Indian, Salad, Fast Food, Italian, Desserts",4.3,2100.0,Mundhwa,Pune
La Sicilia Bistro & Patisserie,Restaurant,"Salad, Continental, Italian, Mexican, Desserts, Beverages",4.4,1200.0,Kothrud,Pune
Aira Restaurant,Restaurant,"North Indian, Mughlai, Chinese, Biryani",3.5,500.0,Fatima Nagar,Pune
Kadar Khan's Sheesha,Restaurant,"North Indian, Mughlai, Biryani",3.5,1500.0,Baner,Pune
7th Heaven,Restaurant,"Bakery, Desserts, Fast Food, Beverages",4.4,400.0,Baner,Pune
Hotel Vijay- The Taste Of Tamil Nadu,Restaurant,South Indian,4.2,150.0,Hinjawadi,Pune
Chinese Adda,Restaurant,Chinese,3.7,350.0,Magarpatta,Pune
Hidden Place - The Hangout,Restaurant,"Continental, North Indian, Finger Food, Seafood",4.1,1300.0,Koregaon Park,Pune
Bhairavee Pure Veg Restaurant,Restaurant,"North Indian, Chinese, Continental, Biryani, Rolls, Desserts, Beverages",4.1,1100.0,Baner,Pune
La Pizzeria,Restaurant,"Italian, Mexican",4.1,1400.0,Baner,Pune
Chitale Bandhu Mithaiwale,Restaurant,"Street Food, Mithai",4.3,350.0,Deccan Gymkhana,Pune
The Churro Co.,Restaurant,"Cafe, Italian, Continental, Pizza, Desserts",0.0,600.0,Viman Nagar,Pune
Supreme Sandwich Corner,Restaurant,Fast Food,4.5,300.0,Budhwar Peth,Pune
Waffle World,Restaurant,"Desserts, Beverages",4.6,300.0,Pimple Nilakh,Pune
Yumma Swami,Restaurant,South Indian,4.5,200.0,Camp Area,Pune
Coffee Nation,Restaurant,"Cafe, Fast Food, Beverages",4.4,700.0,Law College Road,Pune
KSL Exprs,Restaurant,"North Indian, Biryani, Kebab",3.8,400.0,Aundh,Pune
KGN Xprs,Restaurant,"Mughlai, Chinese, Biryani",3.9,400.0,Wakad,Pune
Mr Rabbit's Bar & Burrow,Restaurant,"Finger Food, Continental, European, South Indian",4.4,1800.0,Baner,Pune
Hotel Al Zaika,Restaurant,"North Indian, Chinese, Biryani",3.7,500.0,Karve Nagar,Pune
Arthur's Theme,Restaurant,"European, Italian, Salad",4.3,1300.0,Koregaon Park,Pune
Post 91 - Infinity Rooftop Restaurant,Restaurant,"Continental, Italian, North Indian, Chinese, Mughlai, Thai, Salad, Desserts",3.9,1200.0,Baner,Pune
R Bhagat Tarrachand,Restaurant,"North Indian, Chinese",3.9,600.0,Camp Area,Pune
The Crunch Affair,Restaurant,"Cafe, European, Desserts",4.5,500.0,Viman Nagar,Pune
LKD | La Kheer Deli,Restaurant,Desserts,4.8,200.0,SB Road - Aundh,Pune
Olive Wheat Grape,Restaurant,"Mediterranean, Continental",4.2,1500.0,Erandwane,Pune
Kopasa The Taste Restaurant,Restaurant,"North Indian, Chinese, Mughlai",0.0,450.0,Kothrud,Pune
95 Pasta N Pizza,Restaurant,"Italian, Fast Food",3.7,500.0,Shivaji Nagar,Pune
Deewan Khana,Restaurant,"Seafood, Maharashtrian",4.1,1400.0,Balewadi,Pune
Feast - Sheraton Grand,Restaurant,"North Indian, Asian, European",4.4,3000.0,Bund Garden Road,Pune
The Cafè - Hyatt Regency Pune,Restaurant,"North Indian, Asian, Continental",4.3,2600.0,Viman Nagar,Pune
A Taste Of Indore,Restaurant,Street Food,3.8,200.0,Wakad,Pune
A Taste Of Indore - Fun Food,Restaurant,Street Food,4.3,150.0,Pimple Saudagar,Pune
Zura Sizzler Kitchen,Restaurant,"Continental, Asian, Beverages",0.0,1500.0,Balewadi,Pune
Swarnaa Vegetarian,Restaurant,"North Indian, South Indian, Chinese, Fast Food, Thai, Mughlai",3.8,600.0,Warje,Pune
The Poona Project by PizzaExpress,Restaurant,"Italian, Continental, European",4.5,1500.0,Viman Nagar,Pune
Cafe 24,Restaurant,"Continental, European, Italian, North Indian, Asian",4.6,2100.0,Lonavala,Pune
Five Fat Monks,Restaurant,Asian,4.2,1000.0,Baner,Pune
Three Kitchens Restaurant And Bar,Restaurant,"North Indian, Asian, European",0.0,2000.0,Yerawada,Pune
Cafe Samosa Corner,Restaurant,Street Food,4.3,100.0,Kondhwa,Pune
Sai Kok-pa Chinese,Restaurant,"Chinese, Fast Food",3.5,400.0,Baner,Pune
Crème Della,Restaurant,"North Indian, South Indian",4.2,1500.0,Lonavala,Pune
Sambar Pure Veg,Restaurant,"South Indian, Chinese",4.1,300.0,Viman Nagar,Pune
Urban Mélange,Restaurant,"Pizza, Fast Food",0.0,300.0,Katraj,Pune
Hotel Kaveri,Restaurant,Maharashtrian,3.9,500.0,Wagholi,Pune
Punjab Canteen,Restaurant,North Indian,4.2,600.0,Kothrud,Pune
Sabores European Bistro,Restaurant,"European, Italian, Sandwich, Beverages",4.0,1500.0,Shivaji Nagar,Pune
Addah - The O Hotel,Restaurant,North Indian,3.9,2500.0,Koregaon Park,Pune
The Sea Secret,Restaurant,"Seafood, Mangalorean, Kerala, Goan",3.9,1400.0,JM Road,Pune
Akss - India Reimagined,Restaurant,"Modern Indian, North Indian",3.7,1000.0,Bund Garden Road,Pune
Crazy Sizzlers,Restaurant,"Chinese, Fast Food, Italian",0.0,600.0,Shivaji Nagar,Pune
Shawarma King,Restaurant,"Lebanese, Rolls",4.2,350.0,Akurdi,Pune
Poona Guest House,Restaurant,Maharashtrian,3.5,300.0,Senapati Bapat Road,Pune
Daisy Dozen by AK,Restaurant,"Cafe, Italian",4.3,500.0,Kharadi,Pune
Zeera - Conrad Pune,Restaurant,North Indian,4.3,3000.0,Bund Garden Road,Pune
Chawadi Restaurant,Restaurant,"North Indian, Chinese, Seafood",3.5,700.0,Chinchwad,Pune
Sarjaa,Restaurant,"North Indian, Mughlai, Beverages",3.9,1600.0,Aundh,Pune
Bedekar Tea Stall,Restaurant,Street Food,3.9,150.0,Sadashiv Peth,Pune
Kothrud Katta,Restaurant,"Fast Food, Beverages",3.8,300.0,Kothrud,Pune
Third Wave Coffee Roasters,Restaurant,"Cafe, Italian",4.3,800.0,Koregaon Park,Pune
Kolhapuri Katta,Restaurant,"Maharashtrian, Kebab, Biryani, Seafood, Malwani",4.0,800.0,Bibvewadi,Pune
Shahji's Parantha House,Restaurant,North Indian,4.4,500.0,Rasta Peth,Pune
Kafe Fusion,Restaurant,"Italian, American, Desserts",4.4,700.0,Baner,Pune
Eagle Boys Pizzeria & Cafe,Restaurant,"Pizza, Fast Food",3.2,500.0,Pimple Saudagar,Pune
Kathputli - The Drunken Puppet,Restaurant,"North Indian, Continental",0.0,1000.0,Baner,Pune
Buon Cibo- The Italian Cafe,Restaurant,"Pizza, Italian, Continental, Desserts, Beverages",0.0,700.0,Baner,Pune
La Gustosa,Restaurant,Italian,4.4,1200.0,Kothrud,Pune
Baker's Wave,Restaurant,"Bakery, Fast Food",3.7,300.0,Ravet,Pune
South House,Restaurant,"South Indian, North Indian, Chinese, Malwani, Fast Food",4.1,1000.0,Shivaji Nagar,Pune
Reddy's Biryani Zone,Restaurant,"Biryani, Mughlai, North Indian, Chinese",3.6,800.0,Hinjawadi,Pune
Wada Culture,Restaurant,Maharashtrian,3.9,800.0,Baner,Pune
Where Else Diner,Restaurant,"Cafe, Continental, American, Parsi, Salad",4.4,800.0,Viman Nagar,Pune
Love & Latte,Restaurant,"Cafe, Desserts",4.1,900.0,Koregaon Park,Pune
Filli Bites,Restaurant,"Burger, Lebanese, Fast Food",4.0,300.0,NIBM Road,Pune
Ek No. Foodies,Restaurant,"Street Food, Sandwich, South Indian, North Indian, Beverages",3.9,350.0,NIBM Road,Pune
Community Cafe,Restaurant,"Cafe, Continental, Italian, Beverages",3.3,600.0,Kondhwa,Pune
The Cliff,Restaurant,"North Indian, Continental, Chinese",3.9,1500.0,Bavdhan,Pune
Wood Fire Grill,Restaurant,"North Indian, Asian, Kebab, Seafood, Continental, Italian, Desserts",3.9,1200.0,Kothrud,Pune
Horn OK Please,Restaurant,"North Indian, Mughlai",3.8,1000.0,FC Road,Pune
11 East Street Cafe,Restaurant,"Continental, North Indian, Seafood, Cafe, Salad, Chinese",4.1,1600.0,East Street,Pune
Nine Square,Restaurant,"Continental, North Indian, Italian, Asian",4.5,1000.0,Yerawada,Pune
Nirvighnam,Restaurant,"North Indian, South Indian",3.6,700.0,Balewadi,Pune
The Havelii,Restaurant,"North Indian, Mughlai, Biryani, Desserts",4.6,1500.0,Baner,Pune
The Coriander Leaf,Restaurant,"North Indian, Chinese, Continental",4.0,1400.0,Kothrud,Pune
Le Flamington,Restaurant,"Bakery, European",4.8,600.0,Kalyani Nagar,Pune
Bar Stories,Restaurant,"Finger Food, Momos, Chinese, Pizza",4.2,1300.0,Pimpri,Pune
Savali,Restaurant,"Chinese, North Indian, South Indian",3.5,650.0,Nigdi,Pune
KP SQUAR,Restaurant,"North Indian, Chinese, Continental, Finger Food",4.0,1000.0,Mundhwa,Pune
Cakeman,Restaurant,Bakery,4.2,500.0,Kalyani Nagar,Pune
Cake Dior,Restaurant,"Bakery, Desserts",4.4,600.0,Koregaon Park,Pune
Shaam-E-Awadh,Restaurant,"North Indian, Mughlai, Biryani",4.0,650.0,Aundh,Pune
The Place - Touche The Sizzler,Restaurant,"Continental, North Indian, Seafood",4.0,1000.0,Camp Area,Pune
FC Grill House,Restaurant,"North Indian, Continental, Italian, Chinese, Salad",4.1,1200.0,FC Road,Pune
Good News Dhaba,Restaurant,"North Indian, Biryani",4.0,1300.0,Yerawada,Pune
Khandeshi Swad,Restaurant,"Maharashtrian, North Indian",3.6,350.0,Ravet,Pune
Chizzlers,Restaurant,Chinese,3.6,950.0,Pashan,Pune
Flax,Restaurant,"Healthy Food, Salad, Beverages",4.8,800.0,Kalyani Nagar,Pune
The Urban Kitchen,Restaurant,"Continental, North Indian, Chinese",3.9,1000.0,Magarpatta,Pune
Nashaa,Restaurant,"Chinese, Burger, Pizza, North Indian, Continental",3.7,1000.0,Narhe,Pune
Kalinga Veg Gourmet Kitchen,Restaurant,"North Indian, European, Asian, Italian",4.4,1200.0,Erandwane,Pune
KarolBaug- Dawat-e-Mehfil,Restaurant,North Indian,3.8,900.0,Aundh,Pune
Genuine Broaster Chicken,Restaurant,"North Indian, Fast Food, Chinese, Burger, Pizza, Beverages",4.0,1100.0,Baner,Pune
Sports Bar,Restaurant,Finger Food,4.1,1000.0,Lonavala,Pune
Raqabdaars,Restaurant,"Awadhi, Lucknowi, North Indian, Biryani",3.8,800.0,Aundh,Pune
Hotel Silver Seven,Restaurant,"North Indian, Chinese, South Indian, Seafood",4.0,700.0,Akurdi,Pune
Rose Wood,Restaurant,"Continental, North Indian, South Indian, Salad, Street Food, Fast Food, Italian, Asian",3.7,1200.0,Dange Chowk,Pune
Uncle's Chinese,Restaurant,"Chinese, Thai, Asian",4.1,750.0,Koregaon Park,Pune
Hotel Reddy,Restaurant,"Andhra, Biryani",4.0,500.0,Kharadi,Pune
Carmine  Radisson Blu Hotel,Restaurant,"North Indian, Italian, Continental, Seafood, Chinese",3.8,2000.0,Kharadi,Pune
18 Hrs,Restaurant,Chinese,0.0,400.0,Wadgaon Sheri,Pune
Hotel Shivendra,Restaurant,"Maharashtrian, Chinese",4.1,500.0,Hadapsar,Pune
FatCook,Restaurant,"North Indian, Italian, Chinese, Thai",4.1,800.0,Baner,Pune
Hotel Kaveri,Restaurant,"North Indian, Maharashtrian",3.8,500.0,Bibvewadi,Pune
Thali & Co.,Restaurant,"North Indian, Maharashtrian",3.9,500.0,Sinhgad Road,Pune
Fresh Off The Boat,Restaurant,"Chinese, Seafood, North Indian, Beverages",4.3,900.0,Erandwane,Pune
RollsKing,Restaurant,"Rolls, Fast Food, Beverages",0.0,400.0,Wadgaon Sheri,Pune
Rainforest Resto Bar,Restaurant,"North Indian, Chinese, Continental, Mughlai, Italian, Salad, Desserts",4.0,1900.0,Viman Nagar,Pune
Flying Duck Co.,Restaurant,"Asian, European",4.5,1200.0,Baner,Pune
The Blue Plate,Restaurant,"Continental, Italian, Salad",4.5,700.0,Aundh,Pune
Andaground,Restaurant,"Fast Food, Healthy Food",4.6,600.0,Baner,Pune
Coco - Sushi & Bar,Restaurant,"Sushi, Asian",3.8,1900.0,Mundhwa,Pune
The Flour Works,Restaurant,"European, American, Bakery, Salad",4.2,1300.0,Baner,Pune
Tien,Restaurant,"Cafe, Healthy Food, Italian, Salad, Sushi",4.1,900.0,Model Colony,Pune
The Saucy Side,Restaurant,Fast Food,3.7,550.0,Wakad,Pune
Signature Fine Dining,Restaurant,"North Indian, Mughlai, Chinese",3.9,1300.0,Viman Nagar,Pune
Purnabramha,Restaurant,Maharashtrian,4.1,700.0,Kharadi,Pune
Nevale Misal,Restaurant,Street Food,4.0,200.0,Chinchwad,Pune
PK Burger & Kabab Point,Restaurant,"Fast Food, Kebab",3.9,300.0,Camp Area,Pune
Copa Villa,Restaurant,"North Indian, Continental, Asian, Italian, Cafe, Salad",4.2,1200.0,Pimple Nilakh,Pune
Ambrosios,Restaurant,"North Indian, Biryani",3.9,300.0,Hinjawadi,Pune
Millies Cookies,Restaurant,"Desserts, Beverages",3.7,250.0,Senapati Bapat Road,Pune
Prathik Biryani House,Restaurant,North Indian,3.6,500.0,Pimpri,Pune
The Curious Restro Lounge,Restaurant,"North Indian, Chinese, Continental, Italian",4.2,900.0,Baner,Pune
